Origin,Target,Last-Amount,Coefficient,New-Amount,Iteration
USA_26,THA_20T21,-62.53924429845841,4.227670588288807e-06,-0.00026439532373440105,1
USA_26,TWN_69T82,-62.53924429845841,1.951591584358609e-05,-0.0012205106286501855,1
USA_26,TWN_49T53,-62.53924429845841,1.579170657956326e-05,-0.0009876013956688797,1
USA_26,TWN_45T47,-62.53924429845841,0.00012474119550816062,-0.007801220099966619,1
USA_26,TWN_31T33,-62.53924429845841,3.820135911453073e-06,-0.0002389084130196778,1
USA_26,TWN_28,-62.53924429845841,1.003028030967389e-05,-0.0006272861506687124,1
USA_26,TWN_27,-62.53924429845841,2.991238719998114e-05,-0.0018706980906497007,1
USA_26,TWN_26,-62.53924429845841,0.0012607953838403995,-0.07884919052036338,1
USA_26,TWN_25,-62.53924429845841,0.00013682004243244163,-0.008556622058607912,1
USA_26,TWN_24,-62.53924429845841,3.486200855109536e-05,-0.0021802436695118987,1
USA_26,TWN_22,-62.53924429845841,1.374503736271828e-05,-0.0008596042495184769,1
USA_26,TWN_20T21,-62.53924429845841,1.5729903402305252e-05,-0.0009837362716679202,1
USA_26,SGP_69T82,-62.53924429845841,3.571044291048494e-05,-0.00223330411318497,1
USA_26,SGP_64T66,-62.53924429845841,1.980114304941116e-06,-0.00012383485225558462,1
USA_26,SGP_62T63,-62.53924429845841,3.950720060180941e-06,-0.00024707504699847616,1
USA_26,SGP_58T60,-62.53924429845841,2.5506527940878403e-06,-0.00015951589821000498,1
USA_26,SGP_49T53,-62.53924429845841,3.439792936200405e-05,-0.0021512205077314868,1
USA_26,SGP_45T47,-62.53924429845841,6.223885593360353e-05,-0.003892371016088189,1
USA_26,SGP_31T33,-62.53924429845841,4.445248929561891e-06,-0.00027800250877333185,1
USA_26,SGP_28,-62.53924429845841,7.986457445461725e-06,-0.0004994670132609729,1
USA_26,SGP_27,-62.53924429845841,6.452470301976136e-06,-0.00040353261654383325,1
USA_26,SGP_26,-62.53924429845841,0.0006267313454283837,-0.03919530472124721,1
USA_26,SGP_25,-62.53924429845841,4.25237462990843e-06,-0.00026594029582840994,1
USA_26,SGP_20T21,-62.53924429845841,4.2583792985774595e-05,-0.002663158232692337,1
USA_26,RUS_69T82,-62.53924429845841,1.8387594366454913e-05,-0.0011499462561446814,1
USA_26,RUS_62T63,-62.53924429845841,2.396659538441565e-06,-0.00014988527637482758,1
USA_26,RUS_49T53,-62.53924429845841,6.133173966669802e-06,-0.00038356406502650797,1
USA_26,RUS_45T47,-62.53924429845841,2.6914572854669073e-05,-0.0016832170469468061,1
USA_26,RUS_26,-62.53924429845841,1.816686087554042e-05,-0.0011361417504315284,1
USA_26,RUS_25,-62.53924429845841,8.965984590533285e-06,-0.0005607259006835747,1
USA_26,RUS_24,-62.53924429845841,0.00014608709196325492,-0.00913617633314136,1
USA_26,RUS_20T21,-62.53924429845841,1.935450227561333e-05,-0.0012104159460896513,1
USA_26,RUS_19,-62.53924429845841,5.37314873458853e-06,-0.0003360326613643847,1
USA_26,RUS_07T08,-62.53924429845841,1.6614398616522147e-06,-0.00010390519339506479,1
USA_26,PHL_69T82,-62.53924429845841,2.249841859583693e-05,-0.0014070340968940255,1
USA_26,PHL_62T63,-62.53924429845841,4.713289571880715e-06,-0.00029476556798522445,1
USA_26,PHL_49T53,-62.53924429845841,7.181701420377163e-06,-0.00044913817960755314,1
USA_26,PHL_45T47,-62.53924429845841,5.381867271411163e-05,-0.0033657791206866045,1
USA_26,PHL_27,-62.53924429845841,1.6602066138879615e-05,-0.0010382806701185563,1
USA_26,PHL_26,-62.53924429845841,0.0003638754992192916,-0.022756498739898788,1
USA_26,PHL_25,-62.53924429845841,4.862485447960977e-06,-0.0003040961653277305,1
USA_26,MYS_69T82,-62.53924429845841,9.426177376570338e-06,-0.0005895060097539342,1
USA_26,MYS_49T53,-62.53924429845841,1.6791867000781524e-05,-0.0010501506725890978,1
USA_26,MYS_45T47,-62.53924429845841,0.000127920736839206,-0.008000066212025913,1
USA_26,MYS_31T33,-62.53924429845841,2.067029632988823e-05,-0.0012927047118964081,1
USA_26,MYS_28,-62.53924429845841,1.0358333357076892e-05,-0.0006478023403431025,1
USA_26,MYS_27,-62.53924429845841,3.9353306882807836e-05,-0.002461126073096124,1
USA_26,MYS_26,-62.53924429845841,0.0018355550093941636,-0.11479422315576071,1
USA_26,MYS_25,-62.53924429845841,9.651201600252012e-06,-0.0006035788546518333,1
USA_26,MYS_24,-62.53924429845841,1.8416342676651616e-05,-0.0011517441537392409,1
USA_26,MYS_22,-62.53924429845841,1.1019725157266848e-05,-0.0006891652837121793,1
USA_26,MYS_20T21,-62.53924429845841,7.2983632567076765e-06,-0.0004564341226901339,1
USA_26,HKG_69T82,-62.53924429845841,4.503477333726141e-05,-0.0028164406916646925,1
USA_26,HKG_64T66,-62.53924429845841,1.8705482622269166e-06,-0.00011698267474346597,1
USA_26,HKG_49T53,-62.53924429845841,9.373581560804488e-06,-0.0005862167071826769,1
USA_26,HKG_45T47,-62.53924429845841,5.9620634773856545e-06,-0.0003728629443351379,1
USA_26,HKG_27,-62.53924429845841,7.451390055669182e-06,-0.00046600430305459857,1
USA_26,HKG_26,-62.53924429845841,9.056391665704797e-06,-0.0005663798908440349,1
USA_26,IDN_69T82,-62.53924429845841,8.556700160251797e-06,-0.0005351295617106453,1
USA_26,IDN_49T53,-62.53924429845841,2.8613506608973204e-06,-0.00017894670800541293,1
USA_26,IDN_45T47,-62.53924429845841,2.642506979949769e-05,-0.0016526038957946014,1
USA_26,IDN_31T33,-62.53924429845841,3.5785231396703413e-06,-0.00022379813285952987,1
USA_26,IDN_27,-62.53924429845841,8.27245157783914e-06,-0.0005173528701736496,1
USA_26,IDN_26,-62.53924429845841,0.00017435164508739856,-0.010903820125958934,1
USA_26,IDN_25,-62.53924429845841,1.1161880299818261e-05,-0.0006980555589004844,1
USA_26,IDN_24,-62.53924429845841,1.5683437789897384e-05,-0.0009808303473820671,1
USA_26,IDN_22,-62.53924429845841,9.905638937886387e-06,-0.0006194911734687988,1
USA_26,IDN_20T21,-62.53924429845841,6.525076007942033e-06,-0.00040807332252669655,1
USA_26,IDN_17T18,-62.53924429845841,2.0201113875940257e-06,-0.00012633623957884058,1
USA_26,IDN_13T15,-62.53924429845841,7.327035893744252e-06,-0.00045822728774244534,1
USA_26,IND_69T82,-62.53924429845841,4.338708266812732e-05,-0.002713395362379425,1
USA_26,IND_62T63,-62.53924429845841,0.0001336746109187882,-0.008359909148751472,1
USA_26,IND_49T53,-62.53924429845841,9.844754146398962e-06,-0.0006156834846199061,1
USA_26,IND_45T47,-62.53924429845841,1.7819127726095617e-05,-0.0011143947820477275,1
USA_26,IND_31T33,-62.53924429845841,3.140550421540137e-05,-0.001964076500443252,1
USA_26,IND_28,-62.53924429845841,1.6619402431376754e-05,-0.0010393648687502645,1
USA_26,IND_27,-62.53924429845841,3.590665497096686e-05,-0.0022455750671697525,1
USA_26,IND_26,-62.53924429845841,5.031946954445361e-05,-0.0031469415988094216,1
USA_26,IND_25,-62.53924429845841,3.088116160173313e-05,-0.0019312845096309615,1
USA_26,IND_24,-62.53924429845841,5.830477414127361e-05,-0.0036463365137875507,1
USA_26,IND_23,-62.53924429845841,3.2218031158835017e-06,-0.00020148913214577282,1
USA_26,IND_22,-62.53924429845841,6.619859683991954e-06,-0.00041400102199868846,1
USA_26,IND_20T21,-62.53924429845841,3.5927867925784645e-05,-0.002246901709333394,1
USA_26,IND_19,-62.53924429845841,6.704401141435845e-06,-0.0004192881808591197,1
USA_26,IND_13T15,-62.53924429845841,8.66127107863113e-06,-0.0005416693479216846,1
USA_26,IND_10T12,-62.53924429845841,1.8939433829221622e-06,-0.00011844578791201787,1
USA_26,CHN_69T82,-62.53924429845841,2.2359634046424956e-05,-0.0013983546160534985,1
USA_26,CHN_49T53,-62.53924429845841,0.0009627980518373126,-0.06021266257393351,1
USA_26,CHN_45T47,-62.53924429845841,0.0010059373733274674,-0.06291056313947604,1
USA_26,CHN_35T39,-62.53924429845841,1.489938408464462e-05,-0.000931796221166153,1
USA_26,CHN_31T33,-62.53924429845841,0.00014125326044539603,-0.008833872162948394,1
USA_26,CHN_29,-62.53924429845841,1.1365634072098512e-05,-0.0007107981658418515,1
USA_26,CHN_28,-62.53924429845841,0.0011070829619457634,-0.06923613181578703,1
USA_26,CHN_27,-62.53924429845841,0.001791559343517567,-0.11204276745943088,1
USA_26,CHN_25,-62.53924429845841,0.0006608968320318665,-0.04133198843451813,1
USA_26,CHN_24,-62.53924429845841,0.00028659815027995124,-0.017923631735844166,1
USA_26,CHN_23,-62.53924429845841,7.189983753496034e-05,-0.0044965615046183545,1
USA_26,CHN_22,-62.53924429845841,0.0001623979689267107,-0.010156246252281018,1
USA_26,CHN_20T21,-62.53924429845841,0.00018723987871063208,-0.01170984051709794,1
USA_26,CHN_17T18,-62.53924429845841,2.3692134952767395e-05,-0.0014816882157631655,1
USA_26,CHN_16,-62.53924429845841,2.6855553198373804e-05,-0.0016795260022433452,1
USA_26,CHN_13T15,-62.53924429845841,0.0001717120935851789,-0.010738744569723256,1
USA_26,USA_90T96,-62.53924429845841,0.0006211287689916367,-0.03884492382476871,1
USA_26,USA_85,-62.53924429845841,0.0002303302780094949,-0.014404681525767644,1
USA_26,USA_84,-62.53924429845841,0.0005163235901698789,-0.03229048714269117,1
USA_26,USA_69T82,-62.53924429845841,0.043100448349006934,-2.6954694686716327,1
USA_26,USA_68,-62.53924429845841,0.004932987116084449,-0.30850528637395314,1
USA_26,USA_64T66,-62.53924429845841,0.003695643299834173,-0.23112273916829032,1
USA_26,USA_62T63,-62.53924429845841,0.0024773817372045178,-0.15493358168357263,1
USA_26,USA_61,-62.53924429845841,0.002580764229372083,-0.16139904461742346,1
USA_26,USA_58T60,-62.53924429845841,0.00041609602499838246,-0.026022330958991296,1
USA_26,USA_55T56,-62.53924429845841,0.0003109861675817079,-0.01944883990783376,1
USA_26,USA_49T53,-62.53924429845841,0.005910895177945014,-0.369662917556083,1
USA_26,USA_45T47,-62.53924429845841,0.04061993094257801,-2.540339784604396,1
USA_26,USA_41T43,-62.53924429845841,1.3905399682364251e-05,-0.0008696331878030838,1
USA_26,USA_35T39,-62.53924429845841,0.0026152820306961293,-0.16355776182707363,1
USA_26,USA_31T33,-62.53924429845841,0.0011162157025920918,-0.06980728651418222,1
USA_26,USA_30,-62.53924429845841,0.0005013645376251911,-0.03135495930112547,1
USA_26,USA_29,-62.53924429845841,0.0008839396447804275,-0.0552809173900157,1
USA_26,USA_28,-62.53924429845841,0.0013948946921097897,-0.08723565992047706,1
USA_26,USA_27,-62.53924429845841,0.003691474273726403,-0.2308620114260498,1
USA_26,USA_26,-62.53924429845841,0.05289551104346129,-3.30804528743883,1
USA_26,USA_25,-62.53924429845841,0.009729189948967237,-0.6084561870445682,1
USA_26,USA_24,-62.53924429845841,0.008456172717538074,-0.5288426514120725,1
USA_26,USA_23,-62.53924429845841,0.0004789539052616909,-0.02995341528886159,1
USA_26,USA_22,-62.53924429845841,0.0020822901155543856,-0.1302248502369209,1
USA_26,USA_20T21,-62.53924429845841,0.00721348129367304,-0.45112566886737804,1
USA_26,USA_19,-62.53924429845841,0.00035160491146755306,-0.02198910545480714,1
USA_26,USA_17T18,-62.53924429845841,0.0013743382493469796,-0.0859500755246264,1
USA_26,USA_16,-62.53924429845841,0.00028421418817109624,-0.017774540547120216,1
USA_26,USA_13T15,-62.53924429845841,0.0001243528023443131,-0.0077769302850089084,1
USA_26,USA_10T12,-62.53924429845841,0.0004138763704242041,-0.025883515439318567,1
USA_26,USA_09,-62.53924429845841,1.8904305026072828e-05,-0.0011822609503181437,1
USA_26,USA_07T08,-62.53924429845841,9.86656096040056e-05,-0.006170472662881231,1
USA_26,USA_05T06,-62.53924429845841,3.4138305440795944e-05,-0.0021349838238973293,1
USA_26,USA_01T03,-62.53924429845841,5.712091265781999e-06,-0.00035722987112583095,1
USA_26,MEX_69T82,-62.53924429845841,2.0886567855915736e-06,-0.00013062301696974428,1
USA_26,MEX_61,-62.53924429845841,1.1891399268712319e-05,-0.0007436791239165093,1
USA_26,MEX_49T53,-62.53924429845841,0.00019603198458990897,-0.01225969217457995,1
USA_26,MEX_45T47,-62.53924429845841,0.0009281542613442627,-0.05804606609686405,1
USA_26,MEX_31T33,-62.53924429845841,6.577729777134551e-05,-0.004113662494614621,1
USA_26,MEX_30,-62.53924429845841,2.4775776750804148e-05,-0.0015494583549026067,1
USA_26,MEX_29,-62.53924429845841,0.0005816885270590775,-0.03637836089935808,1
USA_26,MEX_28,-62.53924429845841,7.814742285042013e-05,-0.0048872807689373556,1
USA_26,MEX_27,-62.53924429845841,0.0005719837879556689,-0.03577143384971721,1
USA_26,MEX_26,-62.53924429845841,0.00769028962880965,-0.4809449018220277,1
USA_26,MEX_25,-62.53924429845841,0.0001770600194935022,-0.011073199814593941,1
USA_26,MEX_24,-62.53924429845841,0.0005579000185666245,-0.03489064555525261,1
USA_26,MEX_23,-62.53924429845841,1.0399541013376685e-05,-0.0006503794360274022,1
USA_26,MEX_22,-62.53924429845841,8.005707508555161e-05,-0.00500670897659534,1
USA_26,MEX_20T21,-62.53924429845841,9.205920315176216e-05,-0.0057573129958294654,1
USA_26,MEX_17T18,-62.53924429845841,2.3582597840819675e-05,-0.0014748378475593193,1
USA_26,MEX_13T15,-62.53924429845841,7.122480241168658e-06,-0.00044543453181338964,1
USA_26,MEX_10T12,-62.53924429845841,5.44260386196887e-06,-0.00034037633254340436,1
USA_26,KOR_69T82,-62.53924429845841,3.791586769065015e-05,-0.002371229712293596,1
USA_26,KOR_64T66,-62.53924429845841,5.028711886154275e-06,-0.00031449184115476376,1
USA_26,KOR_49T53,-62.53924429845841,1.3569669051743979e-05,-0.0008486368478762471,1
USA_26,KOR_45T47,-62.53924429845841,0.00011264980154754425,-0.007045033459154728,1
USA_26,KOR_31T33,-62.53924429845841,2.542152651864203e-06,-0.00015898430573890927,1
USA_26,KOR_30,-62.53924429845841,1.2798391437096334e-05,-0.0008004017287118658,1
USA_26,KOR_29,-62.53924429845841,2.0910040259223857e-05,-0.0013076981160622012,1
USA_26,KOR_28,-62.53924429845841,3.001510827690774e-05,-0.0018771221891742142,1
USA_26,KOR_27,-62.53924429845841,0.00012216978364068366,-0.007640405944994523,1
USA_26,KOR_26,-62.53924429845841,0.0015781898338207596,-0.09869879956665996,1
USA_26,KOR_25,-62.53924429845841,8.154114902443476e-05,-0.005099521839216129,1
USA_26,KOR_24,-62.53924429845841,0.00012923786620890529,-0.00808243848745021,1
USA_26,KOR_23,-62.53924429845841,2.087866292240073e-06,-0.00013057358011291846,1
USA_26,KOR_22,-62.53924429845841,1.93788673029459e-05,-0.0012119397164863414,1
USA_26,KOR_20T21,-62.53924429845841,3.6333063251233575e-05,-0.002272242318780238,1
USA_26,KOR_19,-62.53924429845841,7.366604759569852e-06,-0.00046070189470892543,1
USA_26,KOR_17T18,-62.53924429845841,3.5024772849006507e-06,-0.0002190422825702031,1
USA_26,KOR_13T15,-62.53924429845841,2.5633037517108087e-06,-0.00016030707953939723,1
USA_26,JPN_90T96,-62.53924429845841,1.8471580617836337e-06,-0.0001155198692837536,1
USA_26,JPN_69T82,-62.53924429845841,0.0001055864713283436,-0.006603298125015454,1
USA_26,JPN_62T63,-62.53924429845841,4.429710805369735e-06,-0.0002770307662285388,1
USA_26,JPN_49T53,-62.53924429845841,3.0230042893811343e-05,-0.0018905640376889442,1
USA_26,JPN_45T47,-62.53924429845841,0.00021056255357921973,-0.01316842297839806,1
USA_26,JPN_31T33,-62.53924429845841,6.245749856685962e-06,-0.00039060447611434496,1
USA_26,JPN_30,-62.53924429845841,5.078211960251589e-06,-0.0003175875383815275,1
USA_26,JPN_29,-62.53924429845841,4.3388746548210775e-05,-0.0027134994201824477,1
USA_26,JPN_28,-62.53924429845841,0.00014485661127624106,-0.009059223000851664,1
USA_26,JPN_27,-62.53924429845841,0.0001817674165516782,-0.011367596869225055,1
USA_26,JPN_26,-62.53924429845841,0.0009769685576019004,-0.06109887529577778,1
USA_26,JPN_25,-62.53924429845841,3.625715300532935e-05,-0.0022674949493668778,1
USA_26,JPN_24,-62.53924429845841,9.70652944762028e-05,-0.006070390164149052,1
USA_26,JPN_23,-62.53924429845841,3.6829524524630344e-06,-0.00023032906316419223,1
USA_26,JPN_22,-62.53924429845841,1.7090422476032708e-05,-0.001068822106392474,1
USA_26,JPN_20T21,-62.53924429845841,7.060887169696706e-05,-0.004415825476695129,1
USA_26,JPN_19,-62.53924429845841,1.7638699820782742e-06,-0.00011031109571991064,1
USA_26,JPN_17T18,-62.53924429845841,2.156593936475345e-06,-0.0001348717550458057,1
USA_26,CAN_90T96,-62.53924429845841,1.8465279360894909e-06,-0.00011548046169902886,1
USA_26,CAN_85,-62.53924429845841,1.2400734966864024e-05,-0.0007755325935731447,1
USA_26,CAN_84,-62.53924429845841,5.301953828168629e-06,-0.00033158018571898467,1
